Image,Labels
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\234.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\235.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\236.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\237.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\238.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\239.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\240.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\241.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\242.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\243.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\244.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\245.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\246.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\247.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\248.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\249.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\250.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\251.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\252.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\253.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\254.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\255.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\256.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\257.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\258.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\259.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\260.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\261.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\262.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\263.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\264.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\265.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\266.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\267.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\268.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\269.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\270.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\271.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\272.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\273.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\274.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\275.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\276.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\277.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\278.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\279.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\280.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\281.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\282.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\283.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\284.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\285.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\286.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\287.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\288.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\289.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\290.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\291.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\292.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\293.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\294.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\295.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\296.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\297.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\298.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\299.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\300.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\301.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\302.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\303.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\304.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\305.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\306.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\307.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\308.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\309.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\310.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\311.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\312.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\313.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\314.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\315.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\316.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\317.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\318.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\319.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\320.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\321.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\322.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\323.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\324.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\325.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\326.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\327.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\328.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\butter_naan\329.jpg,butter_naan
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\001.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\002.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\003.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\004.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\005.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\006.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\007.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\008.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\009.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\010.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\011.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\012.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\013.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\014.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\015.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\016.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\017.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\018.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\019.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\020.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\021.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\022.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\023.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\024.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\025.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\026.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\027.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\028.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\029.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\030.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\031.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\032.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\033.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\034.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\035.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\036.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\037.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\038.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\039.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\040.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\041.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\042.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\043.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\044.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\045.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\046.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\047.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\048.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\049.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\050.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\051.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\052.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\053.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\054.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\055.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\056.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\057.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\058.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\059.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\060.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\061.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\062.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\063.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\064.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\065.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\066.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\067.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\068.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\069.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\070.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\071.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\072.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\073.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\074.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\075.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\076.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\077.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\078.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\079.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\080.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\081.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\082.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\083.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\084.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\085.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\086.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\087.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\088.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\089.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\090.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\091.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\092.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\093.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\094.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\095.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\096.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\097.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\098.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\099.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\100.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\101.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\102.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\103.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\104.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\105.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\106.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\107.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\108.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\109.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\110.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\111.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\112.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\113.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\114.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\115.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\116.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\117.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\118.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\119.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\120.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\121.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\122.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\123.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\124.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\125.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\126.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\127.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\128.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\129.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\130.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\131.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\132.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\133.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\134.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\135.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\136.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\137.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\138.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\139.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\140.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\141.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\142.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\143.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\144.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\145.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\146.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\147.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\148.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\149.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\150.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\151.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\152.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\153.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\154.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\155.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\156.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\157.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\158.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\159.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\160.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\161.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\162.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\163.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\164.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\165.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\166.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\167.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\168.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\169.jpg,chapati
E:\KLU\3rd year\3_2\deep learning\Deep Learning Programs\Food Classification\chapati\170.jpg,chapati
